195; Fornec195; 450; 23572; 1;05/03/2023; 04/03/2023; 31/12/2023; 1077,74; 1077,74; 20/03/2023
196; Fornec196; 450; 23574; 1;05/03/2023; 04/03/2023; 31/12/2023; 1144,09; 1144,09; 20/03/2023
197; Fornec197; 450; 23575; 1;05/03/2023; 04/03/2023; 31/12/2023; 715,47; 715,47; 20/03/2023
198; Fornec198; 450; 23577; 1;05/03/2023; 04/03/2023; 31/12/2023; 1054,36; 1054,36; 20/03/2023
199; Fornec199; 450; 23548; 1;05/03/2023; 04/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
200; Fornec200; 450; 23550; 1;05/03/2023; 04/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
201; Fornec201; 450; 23547; 1;05/03/2023; 04/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
202; Fornec202; 450; 23603; 1;09/03/2023; 05/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
203; Fornec203; 450; 23551; 1;05/03/2023; 04/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
204; Fornec204; 450; 23556; 1;05/03/2023; 04/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
205; Fornec205; 450; 23647; 1;09/03/2023; 06/03/2023; 31/12/2023; 2147,85; 2147,85; 20/03/2023
206; Fornec206; 450; 23589; 1;05/03/2023; 04/03/2023; 31/12/2023; 2147,85; 2147,85; 20/03/2023
207; Fornec207; 450; 23596; 1;09/03/2023; 05/03/2023; 31/12/2023; 1562,5; 1562,5; 20/03/2023
208; Fornec208; 450; 23743; 1;09/03/2023; 07/03/2023; 31/12/2023; 1875; 1875; 20/03/2023
209; Fornec209; 450; 23604; 1;09/03/2023; 05/03/2023; 31/12/2023; 1562,5; 1562,5; 20/03/2023
210; Fornec210; 450; 23605; 1;09/03/2023; 05/03/2023; 31/12/2023; 1562,5; 1562,5; 20/03/2023
211; Fornec211; 450; 23607; 1;09/03/2023; 05/03/2023; 31/12/2023; 1562,5; 1562,5; 20/03/2023
212; Fornec212; 450; 23639; 1;09/03/2023; 06/03/2023; 31/12/2023; 1243,84; 1243,84; 20/03/2023
213; Fornec213; 450; 23643; 1;09/03/2023; 06/03/2023; 31/12/2023; 779,43; 779,43; 20/03/2023
214; Fornec214; 450; 23644; 1;09/03/2023; 06/03/2023; 31/12/2023; 1031,45; 1031,45; 20/03/2023
215; Fornec215; 450; 23662; 1;09/03/2023; 06/03/2023; 31/12/2023; 814,75; 814,75; 20/03/2023
216; Fornec216; 450; 23664; 1;09/03/2023; 06/03/2023; 31/12/2023; 1114,02; 1114,02; 20/03/2023
217; Fornec217; 450; 23668; 1;09/03/2023; 06/03/2023; 31/12/2023; 671,08; 671,08; 20/03/2023
218; Fornec218; 450; 23671; 1;09/03/2023; 06/03/2023; 31/12/2023; 908,78; 908,78; 20/03/2023
219; Fornec219; 450; 23673; 1;09/03/2023; 06/03/2023; 31/12/2023; 779,43; 779,43; 20/03/2023
220; Fornec220; 450; 23676; 1;09/03/2023; 06/03/2023; 31/12/2023; 553,19; 553,19; 20/03/2023
221; Fornec221; 450; 23682; 1;09/03/2023; 06/03/2023; 31/12/2023; 1120,22; 1120,22; 20/03/2023
222; Fornec222; 450; 23685; 1;09/03/2023; 06/03/2023; 31/12/2023; 785,16; 785,16; 20/03/2023
223; Fornec223; 450; 23689; 1;09/03/2023; 06/03/2023; 31/12/2023; 736; 736; 20/03/2023
224; Fornec224; 450; 23691; 1;09/03/2023; 06/03/2023; 31/12/2023; 746,5; 746,5; 20/03/2023
225; Fornec225; 450; 23695; 1;09/03/2023; 06/03/2023; 31/12/2023; 796,14; 796,14; 20/03/2023
226; Fornec226; 450; 23704; 1;09/03/2023; 06/03/2023; 31/12/2023; 682,5; 682,5; 20/03/2023
227; Fornec227; 450; 23705; 1;09/03/2023; 06/03/2023; 31/12/2023; 923,75; 923,75; 20/03/2023
228; Fornec228; 450; 23708; 1;09/03/2023; 06/03/2023; 31/12/2023; 1530,63; 1530,63; 20/03/2023
229; Fornec229; 450; 23709; 1;09/03/2023; 06/03/2023; 31/12/2023; 865,63; 865,63; 20/03/2023
230; Fornec230; 450; 23710; 1;09/03/2023; 06/03/2023; 31/12/2023; 1406,25; 1406,25; 20/03/2023
